artist,album,track,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
Queen Wei,聽見下雨的聲音,聽見下雨的聲音,spotify:track:0AoLF8kZSDuMz032j4ZnC0,0.295,0.533,9,-9.81,1,0.0371,0.108,2.23E-06,0.122,0.176,167.326,280000,6473322
Jason Walker,Jason Walker,Down,spotify:track:7FWWMsKZyVZ70awxDXy47f,0.598,0.287,3,-9.218,1,0.0298,0.589,0,0.0981,0.185,143.898,245200,896539
CITI,Today,Today,spotify:track:2q5NNVfjnrl7gr3hzw5E80,0.556,0.633,5,-6.398,0,0.0569,0.642,4.61E-06,0.449,0.461,179.834,174187,8035420
Sandeul,Slightly Tipsy (She is My Type♡ X SANDEUL),Slightly Tipsy (She is My Type♡ X SANDEUL),spotify:track:1xWVYPdaLm909DbFmuPGOR,0.697,0.447,1,-6.552,1,0.0264,0.769,0,0.115,0.549,93.931,227987,290157
Ed Sheeran,Shivers (feat. Jessi & SUNMI),Shivers (feat. Jessi & SUNMI),spotify:track:1A3T3npKsrElQTjTEcr3LR,0.739,0.873,2,-2.595,1,0.0878,0.268,0,0.0454,0.863,141.026,207867,16853796
Babylon,CAELO,Babo (feat. nafla) - Acoustic Version,spotify:track:7KLKXIfYCvAC6BOGXRUDNi,0.752,0.436,8,-6.581,0,0.0539,0.693,0,0.114,0.475,84.993,228067,228066
Mann,Buzzin,Buzzin,spotify:track:0wpbWr0vI9mIV6WpO5CqPi,0.724,0.951,7,-4.294,0,0.226,0.127,0,0.307,0.593,103.988,196147,1517748
Mac Ayres,Cuts Heal in Time,Cuts Heal in Time,spotify:track:367hqWswZixu9tfpNkDaUJ,0.42,0.374,8,-9.108,1,0.114,0.798,4.44E-05,0.381,0.181,55.164,172384,31557
MC 張天賦,How Many Times,How Many Times - Studio Live,spotify:track:3hdQIQYs13Gv2gdncFvKZ0,0.635,0.323,0,-12.026,1,0.0356,0.845,0,0.112,0.454,119.072,230254,256255
BILL STAX,뜨겁지가 않아,뜨겁지가 않아,spotify:track:0qvvVjOfRfiAlUrt0TDPdU,0.61,0.573,2,-5.276,1,0.081,0.717,0,0.197,0.541,87.936,192928,2234709
G-DRAGON,COUP D'ETAT (Korean Version),Black (Feat. JENNIE of BLACKPINK),spotify:track:44f1TNdoQUgf3PUYraCTsH,0.494,0.651,4,-7.971,0,0.378,0.314,0,0.249,0.471,89.587,203772,1411429
Llwyd,Forest OST Part.2,Dazed,spotify:track:7fj8Q0Q19tvKmqmidgyOI3,0.735,0.405,9,-6.691,1,0.032,0.62,0,0.117,0.509,96.035,195579,365824
Tchami,Eternity (feat. Lena Leon),Eternity (feat. Lena Leon),spotify:track:7DDIVNWlbGJpQjVDDg8rXR,0.715,0.862,4,-8.182,0,0.0632,0.0108,0.788,0.128,0.152,124,217258,370005
AKMU,SBS K팝 스타 시즌2 TOP 2 SPECIAL,Officially Missing You,spotify:track:1s2s9sd0DOINkrmufuWST0,0.817,0.485,7,-7.312,1,0.043,0.547,0,0.173,0.488,105.052,184073,11666994
Gowe,We Are Hypergiants,Wait for You (feat. Sam Ock),spotify:track:3F6BhslvoL5C0omdpO3qMV,0.705,0.653,5,-6.361,1,0.249,0.67,2.64E-06,0.23,0.697,79.046,236879,1961000
Ed Sheeran,÷,Shape of You,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,12347080
offonoff,boy.,homeless door (Feat. Rad Museum),spotify:track:2d9wb1ricMFwSjMegIxPms,0.802,0.233,3,-9.515,1,0.0958,0.762,0.000212,0.241,0.631,117.121,305419,10771919
Christian Kuria,Borderline,Too Good,spotify:track:3GP7l2bmXT6T2FNAzERwBr,0.69,0.406,5,-9.41,0,0.106,0.232,1.88E-06,0.145,0.507,160.14,277500,11027
Chawoo,Take care,Take care,spotify:track:6TWHnpRwa1oFvGVb4HkyHd,0.487,0.655,2,-5.812,1,0.0937,0.604,0,0.106,0.378,79.456,180427,51896322
Yang Da Il,Dingo X BRANDNEW MUSIC,With me 오늘이 지나면,spotify:track:12NNRxfewZV8ey2qxQv9pa,0.473,0.424,9,-6.16,1,0.0305,0.249,0,0.0932,0.317,79.622,241471,248402
BLVMENKIND,Dream with You,Dream with You,spotify:track:4Xevankg1soVEDpsaT8jN3,0.702,0.68,5,-8.758,0,0.0398,0.301,0.00319,0.848,0.309,122.968,256962,13116478
Geeks,re;code Episode I,"Officially Missing You, Too",spotify:track:1HOcUR5aloWDwLAsPtWwel,0.686,0.831,7,-4.488,1,0.0481,0.12,0,0.0823,0.579,100.013,223713,223712
Peder Elias,Love & Loneliness,Loving You Girl (feat. Hkeem),spotify:track:3kk4oPmTbAstqb2j1BFeKm,0.556,0.441,7,-9.088,0,0.0948,0.516,6.85E-05,0.189,0.487,91.442,171800,2517325
余佳运,关于我和你,关于我和你,spotify:track:7tkOfOVUyyQHeKuz1Ckpcg,0.551,0.41,4,-9.642,1,0.0746,0.619,0.000508,0.126,0.385,84.934,255929,7488571
余佳运,九月底,九月底,spotify:track:3Ra8ZvDyV2hLxGSIOu6ubh,0.588,0.361,10,-10.286,1,0.0413,0.681,0,0.26,0.14,131.868,257273,59855026
Jayesslee,Officially Missing You,Officially Missing You,spotify:track:6ISfsK0fMMSx6mQ8TbnKhM,0.714,0.399,7,-6.865,1,0.0277,0.783,2.64E-06,0.0912,0.43,93.973,223004,11666994
李承鉉,《半是蜜糖半是傷》電視劇原聲帶,Things I Do For Love,spotify:track:56SceQVewyDwQ8seFcRn1S,0.701,0.211,10,-10.325,1,0.037,0.517,0,0.175,0.288,126.011,241429,28440552
THE ADE,The Only Singer: 10 Reasons For I Love You,10 Reasons For I Love You,spotify:track:1bxMNvT9mkYcbUgJqEFpiX,0.736,0.367,9,-5.335,1,0.0278,0.825,0,0.0961,0.462,97.941,285973,860501
TAIBIAN,Backstroke Fish,Backstroke Fish,spotify:track:26op5MVfj62EdbFSFGeTDW,0.723,0.638,9,-5.55,1,0.06,0.419,0,0.153,0.408,133.993,306129,160333
Joanna Wang,Start From Here,Lost in Paradise,spotify:track:0npodwOWWkfh83yfGK5ZOW,0.787,0.672,11,-5.442,0,0.031,0.425,2.25E-06,0.133,0.631,112.015,194880,152023
ABBA,Super Trouper,The Winner Takes It All,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720,5456
WONHO,Love Synonym #1: Right for Me,Losing You,spotify:track:2Bk8jjFB0FfAFYUIxihOnG,0.534,0.448,0,-7.904,1,0.0368,0.521,0,0.331,0.207,145.087,178093,517948
Sezairi,It's You,It's You,spotify:track:7rdnB5DAyPbaj51TCQRcqW,0.63,0.456,8,-8.285,1,0.0317,0.545,0,0.114,0.166,137.915,251440,349243
Lambert凌,Tonight (with Demxntia),Tonight (with Demxntia),spotify:track:1MALdPtLCcHHmoeUWwG0Tf,0.703,0.652,0,-5.361,1,0.193,0.0621,0.000363,0.0939,0.423,170.09,217024,521585
J_ust,Healer,Because of You,spotify:track:0tpnGi9tOmdixv3AyRyHaV,0.469,0.577,10,-2.879,1,0.0356,0.681,0,0.0777,0.192,133.149,249205,8488217
余佳运,最好的都给你,最好的都给你,spotify:track:1DmK1PVovBe0eLf3BEhzhe,0.619,0.406,7,-8.161,1,0.0327,0.79,0,0.139,0.154,124.134,294000,38672719
Justice,Justice,D.A.N.C.E,spotify:track:33yAEqzKXexYM3WlOYtTfQ,0.613,0.962,6,-5.07,0,0.278,0.034,0,0.824,0.496,113.015,242267,2529297
K.Will,The 3rd Album Part.1,Please don’t…,spotify:track:5dh87xGcp4YqDFBc86Mh47,0.698,0.694,11,-5.5,0,0.0321,0.44,3.96E-06,0.308,0.489,94.998,212976,3192151
Vincent Blue,It's Raining,It's Raining,spotify:track:3woXnjYYyZ66vPg3lutPDj,0.656,0.369,10,-6.348,1,0.0354,0.565,0,0.197,0.787,77.987,214327,298195
BoA,Only One - The 7th Album,Only One,spotify:track:3Hyl7YrOtBcnh1geON2kSO,0.641,0.645,0,-6.54,1,0.0366,0.136,0.000145,0.145,0.546,90.027,217085,3648080
slchld,modern breakups,huge mood,spotify:track:6pL2RWIBCr0Oqzc5eQKQNW,0.574,0.648,11,-5.79,0,0.0954,0.629,0,0.109,0.358,129.711,182012,363615
Younha,Thirtieth Midnight (Romance 101 X YOUNHA),Thirtieth Midnight (Romance 101 X YOUNHA),spotify:track:63moAzI1vHyDIhYmpF3FIy,0.58,0.467,2,-7.61,1,0.0419,0.803,0,0.112,0.263,143.852,238920,736960
Kylie Minogue,Fever,Can't Get You out of My Head,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,3259720
Luis Villanueva,VOL. 1 (feat. Kakie & Cub Fuque),"Cloud 9 (feat. Juan Periquet, Kakie & Cub Fuque)",spotify:track:388eLgpqeex2oOj9DxKEYI,0.847,0.277,0,-12.766,1,0.252,0.572,0.00409,0.0892,0.279,138.967,341150,154212
WENDY,The Little Match Girl - SM STATION,The Little Match Girl,spotify:track:22TGH52X0gqrZJMyXVGFG0,0.566,0.439,8,-5.404,1,0.0324,0.513,0,0.116,0.249,135.854,227590,602188
Standing Egg,Dramatic,Rain Drop,spotify:track:3LDbfsA00YUZGNS89U8mOF,0.685,0.442,6,-5.173,1,0.0375,0.903,1.62E-06,0.103,0.49,77.998,220707,153807
Peggy Gou,Starry Night,Starry Night - Original Mix,spotify:track:5xwzmfxNAxZwMjznQ0eVXL,0.792,0.818,8,-8.563,0,0.0363,0.00446,0.724,0.0652,0.898,123.007,398598,5634557
Mac Ayres,Drive Slow,Easy,spotify:track:58dSdjfEYNSxte1aNVxuNf,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,314358,1009532
Fabolous,Ready,Ready,spotify:track:3dTwLV3pAQ3OhEKPVG42fx,0.585,0.62,7,-8.429,0,0.193,0.37,0,0.123,0.301,150.006,239947,103049
LeeHi,Scarecrow,Scarecrow,spotify:track:7xKxOpLTtfk0LGM3FfYXZt,0.528,0.367,0,-7.173,1,0.031,0.531,0,0.0869,0.214,68.024,263359,279671
周深,谁都渴望遇见你,渴望遇见 - 网台剧《谁都渴望遇见你》主题曲,spotify:track:7rb7xLISYxbiTn6uIRi11w,0.292,0.455,3,-6.376,1,0.0316,0.526,0,0.117,0.356,155.82,306529,1175665
Theo Tams,Trilogy I,Therapy,spotify:track:1Omj5Fv6gozKjom0cWaPbn,0.757,0.579,5,-4.147,0,0.0372,0.237,0,0.125,0.678,89.01,176286,3317837
Jahmi,LOL,LOL,spotify:track:7dCip2o5FufDTZVmeZoBbM,0.812,0.568,10,-9.587,0,0.134,0.671,0,0.147,0.761,130.965,146592,5845236
Kassy,Rewind,Like a dream,spotify:track:1ujBbnWWiqowa6zKgCxlzV,0.559,0.557,6,-3.915,1,0.034,0.602,0,0.0994,0.565,178.049,197813,3515668
陈村长,爱怎么了,爱怎么了,spotify:track:7GMVfrjpOwUhVLIaQWmigG,0.569,0.608,7,-6.355,1,0.0291,0.717,0,0.165,0.425,129.944,239077,6596589
Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,Dance Monkey,spotify:track:2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,5741179
颜人中,失眠症候群,有些,spotify:track:3V2v19gDm4rmRkMwcgS4X2,0.685,0.535,7,-7.53,1,0.0433,0.744,0,0.081,0.369,125.922,229524,3809196
Diverseddie,HBD,Nomo,spotify:track:3N8eOOwYu12fT1NFxUeTAu,0.892,0.499,5,-5.374,1,0.173,0.624,0,0.0809,0.688,83.998,162857,808656
Cloud,지금껏 그랬듯 앞으로도 계속 As usual as today,지금껏 그랬듯 앞으로도 계속 As usual as today,spotify:track:6HG6B14eXGGvral4v8JTfG,0.721,0.489,5,-7.323,1,0.055,0.672,1.07E-05,0.0892,0.574,93.04,233710,2793640
BY2,成人禮,愛上你,spotify:track:0xjuZp72n5Aw4PzjQ18t9d,0.599,0.423,9,-7.491,1,0.0314,0.791,0,0.0807,0.327,127.902,267990,3363632
The Chainsmokers,Closer,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,8056170
Loco,"Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2",Say Yes,spotify:track:27zrFrtUtWl2urlvjOn5xc,0.696,0.778,1,-4.653,0,0.0585,0.352,0,0.329,0.41,94.996,218897,1618683
A1Trip,Truthfully,Truthfully,spotify:track:5q7GnjJOzo6KCYUQhxm5A3,0.773,0.323,4,-12.721,1,0.0482,0.873,0.000223,0.101,0.287,83.021,243670,7700640
Diplo,Random White Dude Be Everywhere,Freak (feat. Steve Bays),spotify:track:0GATmBanwPiHQBfl2mDq3o,0.661,0.957,6,-3.486,1,0.0898,0.00538,0.132,0.0622,0.263,127.948,281250,507899
DJ Snake,Encore,Let Me Love You,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,205947,1641012
Oh Si Young,So Pretty,So Pretty,spotify:track:4uGrFDHsKE6R6RTWK64Dcz,0.588,0.571,5,-5.881,1,0.0438,0.71,0,0.16,0.54,81.972,170000,445650
Jung Yong Hwa,For First-time Lovers (Banmal-song),For First-time Lovers (Banmal-song),spotify:track:37RWVFJe2ZiR2eQgJuAVaC,0.767,0.522,7,-5.658,1,0.0282,0.458,0,0.103,0.659,107.983,212297,212297
LambC,Absence 'Side A',Love Like That,spotify:track:7pnBMz4MiFIwFXSa4nSJcJ,0.761,0.406,2,-6.617,1,0.109,0.342,0.0315,0.311,0.85,154.065,214400,229712
Sandeul,Lazy Me,Lazy Me,spotify:track:7IKiYUKvU394eoRD9TYDfJ,0.718,0.378,1,-7.167,0,0.0359,0.664,0,0.0945,0.462,75.02,187160,4992
88rising,Head In The Clouds,Lover Boy 88,spotify:track:2vRDFgdJiILUdDOLL8hLH3,0.734,0.699,11,-6.689,1,0.0614,0.349,0,0.261,0.5,109.979,233033,3359759
律野,Coming Baby,Coming Baby,spotify:track:7Ha6Rb1fMFIjil93GFYxiN,0.936,0.511,7,-4.756,0,0.102,0.346,0,0.0278,0.403,105.005,214997,16043204
Suzy,Uncontrollably Fond OST Part.1,Ring My Bell,spotify:track:3MdJSXjBarAYuuJ7rjJLDk,0.531,0.478,8,-6.853,0,0.0528,0.753,0,0.103,0.408,143.81,205683,876215
20 Years of Age,Not Him,Not Him,spotify:track:2NsQTd6zXYxQ1388JWun08,0.405,0.592,9,-5.431,1,0.053,0.54,0,0.249,0.736,82.947,193293,1488680
Michael Wong,十光年精選輯,童話,spotify:track:6NCylXeJcHOI908PjZDFcg,0.54,0.405,6,-7.295,1,0.0272,0.768,0,0.11,0.309,136.028,246000,10413970
Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,26591420
TAEYANG,RISE,"눈,코,입 (Eyes, Nose, Lips)",spotify:track:0lYtIvI7bO51PZSeK22Mbz,0.63,0.516,0,-5.759,1,0.0379,0.736,0,0.264,0.254,143.786,229990,80642
CRUCiAL STAR,Don't Be Blue,Don't Be Blue,spotify:track:4vV9ew8qqO8hPUy7CWN6j5,0.707,0.448,2,-9.955,1,0.0936,0.614,4.08E-06,0.139,0.334,85.115,183296,3655130
FLY TO THE SKY,Back in Time,Missing you,spotify:track:24UgvaHnAvKOysqdkZ1B8L,0.568,0.634,0,-4.818,1,0.0404,0.541,0,0.116,0.299,133.829,272662,1131406
Anyma,Consciousness,Consciousness,spotify:track:1DOuZaf52j4O1zlyQpxSQx,0.596,0.837,7,-5.983,0,0.0488,0.0775,0.806,0.297,0.0954,125.93,274552,2462718
Jack Harlow,First Class,First Class,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71E-06,0.113,0.324,106.998,173948,3420243
晨悠 CHENYO,如果可以,如果可以,spotify:track:0MNPQTcavZSce3pQZLVLP6,0.465,0.564,5,-5.676,1,0.0608,0.645,0,0.118,0.25,74.825,196000,4810309
Tora,Take A Rest,Too Little,spotify:track:37SRnVAPPnvXFBdEZCXVgT,0.694,0.479,7,-9.904,0,0.0579,0.554,0.121,0.197,0.281,125.918,125035,2322338
Dane Amar,Green Tea & Honey,Green Tea & Honey,spotify:track:4s5LsmjqGgpwftaPqgONLC,0.845,0.241,2,-10.948,0,0.0395,0.513,0,0.0722,0.799,94.869,222316,4621457
Jay Chou,杰倫,星晴,spotify:track:4VWn7L2kONeMEQ6cAIfzXC,0.637,0.329,7,-10.366,1,0.0349,0.725,8.51E-06,0.245,0.255,177.792,256667,2033083
slchld,bayou,bayou,spotify:track:4b4qQm1jizKxQOmHzdUJIR,0.372,0.42,5,-8.042,1,0.0362,0.578,0,0.11,0.112,120.033,229000,5761597
Gabriel,unfolding,messed up,spotify:track:6vwvaxfdzSUpUcnOxPTpMK,0.832,0.413,6,-7.954,0,0.0806,0.536,0,0.0941,0.555,98.996,191733,427184
slchld,"my insecurities, not yours","she likes spring, I prefer winter",spotify:track:2sFF0K2eHIClZYUqIbAwdb,0.326,0.66,9,-6.68,1,0.0674,0.552,0,0.264,0.471,78.29,207436,578084
Tiësto,"Club Life, Vol. 4 - New York City",Secrets,spotify:track:0NIC4unbe5KZOp1d9T7OaF,0.648,0.812,11,-7.585,0,0.0414,0.000329,0.0369,0.0857,0.122,128.178,250947,135097816
가수연합,韩国人喜欢的流行抒情歌1辑,기억을 걷는 시간,spotify:track:1E7kfngSG29fFBVUdYxILM,0.702,0.291,7,-10.995,0,0.0443,0.639,0,0.126,0.522,88.99,312764,6507534
Eurythmics,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,spotify:track:1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,216933,354292
Ne-Yo,Because Of You,Because Of You,spotify:track:6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,266840,8488217
Jay Park,EVERYTHING YOU WANTED,All I Wanna Do (K) (Feat. Hoody & Loco),spotify:track:2FWquqPNxte8iqZ3ATQG0p,0.403,0.724,8,-6.064,1,0.246,0.377,0,0.0927,0.428,97.133,216786,378930
CID,Bad For Me EP,Werk,spotify:track:7BJ2UGLYgtxQ15d0fe2hJy,0.789,0.876,0,-4.008,1,0.176,0.0457,0.0326,0.172,0.512,124.963,172800,4126281
homezone,Hymn to the Equinox,August 7:28 P.M.,spotify:track:6ARNWeaHPZhJdjHTKxDuzD,0.648,0.525,2,-7.83,1,0.0676,0.561,0,0.237,0.105,119.8,300042,4034128
Coogie,ALONE,Alone (Feat. LeeHi),spotify:track:2SSbQoEqPHu6qAgi3pFobY,0.764,0.647,8,-4.733,1,0.0563,0.68,0,0.275,0.819,119.973,179000,4146591
BOL4,Full Album RED PLANET,Freesia 프리지아,spotify:track:0KX2V65DSgo9ii3A0rJAPw,0.698,0.493,5,-4.747,1,0.031,0.508,0,0.132,0.184,95.007,186050,418531
Kwon Jin Ah,LOVE ANTENNA,For Now,spotify:track:2eXMRkhBZW3JepG7nM0nds,0.672,0.406,4,-6.261,1,0.0674,0.186,0,0.0748,0.143,113.475,231629,875044
Yoon Mirae,"Who Are You : School 2015 (Original Television Soundtrack), Pt.3",I will listen never alone,spotify:track:5Ny8dTK7mUgpL04RV07gee,0.534,0.449,0,-6.049,1,0.0274,0.813,0,0.199,0.206,133.942,194439,557337
LEEBADA,THE OCEAN,Blue Rose,spotify:track:6nRuiTA6WpHIcXOEctK3GC,0.597,0.547,8,-4.793,0,0.0821,0.51,0,0.386,0.24,74.876,207563,961528
the engy,Say it,She makes me wonder,spotify:track:5yvo81JZBSjOxHmytmTWYm,0.731,0.583,0,-4.463,1,0.0469,0.0556,0,0.0648,0.684,87.021,217920,780224
余佳运,余佳运SINCE1994,一个,spotify:track:14I5f78edARk2GlPCw0kxi,0.409,0.402,8,-8.877,1,0.126,0.699,0,0.216,0.495,183.199,239003,623122
slchld,happy campers,soft start,spotify:track:62Ihfin7cf2qMOMfogXRpl,0.61,0.496,9,-8.592,1,0.0589,0.761,0,0.116,0.139,132.062,190671,7012
Chris James,The Art of Overthinking,Not Angry,spotify:track:3rAd0kamEUWeOw9L7p38OD,0.859,0.353,5,-10.888,0,0.0589,0.633,0.000399,0.108,0.625,123.996,199688,204074
王子異,誰,誰 - 電視劇《怪你過分美麗》插曲,spotify:track:1qxFgvSDIjFHUppGBNhxjm,0.494,0.473,9,-8.533,1,0.0293,0.788,1.96E-06,0.139,0.399,129.726,224315,2203982
叶琼琳,哪里都是你,哪里都是你,spotify:track:6tEHeivz5IiK8COU71vvyp,0.513,0.52,5,-6.506,1,0.0268,0.141,0,0.192,0.139,132.132,224545,63785410
Whethan,Fantasy,So Good (feat. bülow),spotify:track:27lqXB7rGJIUjMgL8j8BxV,0.602,0.603,0,-5.265,1,0.0841,0.00421,0.00582,0.194,0.455,138.963,159282,1996
Sweden Laundry,Be Your Christmas,Be Your Christmas (feat. BOL4),spotify:track:4zoiPeH0WyFLqStxsHtUHT,0.461,0.199,8,-9.482,1,0.0412,0.959,0,0.229,0.34,86.771,158227,154178
Chancellor,Chancellor,Walking In The Rain (feat. Younha),spotify:track:3cJ520R7Pwav2xrQUHCcZo,0.584,0.539,11,-8.1,1,0.0611,0.432,2.82E-05,0.108,0.514,85.782,248907,1841374
YOOK SUNGJAE,The Sweetest Love,The Sweetest Love,spotify:track:7vpcEv4iMhurL2CLjV78cz,0.689,0.582,5,-5.94,0,0.0364,0.253,0,0.0724,0.813,140.037,203653,1882479
Boon Hui Lu,全放空 (feat. 鼓鼓 呂思緯),全放空 (feat. 鼓鼓 呂思緯),spotify:track:5zrULwyeQ7fQEcbXBiG3MG,0.726,0.499,3,-6.145,1,0.0379,0.785,0,0.107,0.451,75.989,219474,89010
Tinashe,Flame,Flame,spotify:track:4lH5AKFeldnkq8wRikIqWP,0.631,0.845,5,-3.143,1,0.0489,0.0577,0,0.0999,0.53,81.995,186463,146157
sogumm,Encourage,Encourage,spotify:track:7zN8mMUsLsDEKoXnbR0pqR,0.579,0.574,4,-6.497,1,0.0566,0.67,0,0.151,0.446,152.05,211122,1227969
Henry,JOURNEY,JUST BE ME,spotify:track:1YOQdH9Nu65JWPJJHjt2ft,0.622,0.727,7,-4.891,1,0.0326,0.0485,0.000154,0.26,0.155,109.995,185257,199211
Albert Posis,Everlasting,Everlasting,spotify:track:2kb3LGpIdib7c2npWf4Kp3,0.698,0.383,3,-9.548,1,0.0478,0.185,0,0.0659,0.62,85.036,229506,236922
Kim Tae Woo,Korea OST Top Hits 2014,Only You (My Lovely Girl OST),spotify:track:3xXXbe223sPmK2ZUgI5RvI,0.704,0.689,11,-7.884,0,0.0719,0.541,0,0.399,0.643,94.055,195004,21786
Sam Kim,"Nevertheless, (Original Television Soundtrack, Pt. 6)",Love Me Like That,spotify:track:1lhm29o3syw122xynSKaAK,0.59,0.294,9,-8.125,1,0.0654,0.854,0,0.0873,0.461,87.895,211364,1666098
GMS Live,Tenang,Tenang,spotify:track:4torQW1pwxJOd8zVjMfErJ,0.633,0.151,0,-12.711,1,0.0382,0.879,0,0.143,0.339,130.003,320308,18236330
JJ Lin,JJ陸,不潮不用花錢,spotify:track:1ZsPPPhXyjv5C8f0WeVAoA,0.789,0.701,9,-5.177,0,0.0318,0.201,1.93E-06,0.0814,0.646,112.005,233507,637316
Giardini di Mirò,Rapsodia Satanica,Rapsodia Satanica I,spotify:track:1SAT9vXRI5qs8HqNCXGZnT,0.268,0.49,0,-9.637,0,0.0363,0.234,0.868,0.181,0.0474,202.368,440213,2097309
Loco,The Hyena on the Keyboard Pt. 4,Don’t,spotify:track:6KyafpXji3NKMmlmSokT9Y,0.85,0.488,1,-7.052,1,0.0689,0.552,0,0.127,0.531,92.023,231654,689486
Lara Liang,來者何人{},再也沒有你,spotify:track:01PSJFZbSRujjSk9d2Gbla,0.548,0.464,4,-7.877,1,0.0318,0.602,0,0.106,0.186,137.932,275870,27094276
En,奉劝,奉劝,spotify:track:34uBO5r8BTCCbOL5mwf1nE,0.596,0.562,2,-7.318,1,0.0324,0.663,0,0.15,0.373,138.087,254028,11787621
N-SONIC,My Lovely Girl (Original Television Soundtrack),I miss you,spotify:track:2mReY0QM6v1g5cwNMfIazH,0.635,0.561,8,-7.322,1,0.0494,0.684,1.73E-06,0.132,0.557,81.992,181400,2491939
Jay Chou,魔杰座,給我一首歌的時間,spotify:track:1KlVJebZrrMSMxcEKOV5w5,0.756,0.635,1,-5.369,1,0.0282,0.272,0,0.146,0.519,118.004,251560,2362857
KATIE,LOG,Thinkin Bout You,spotify:track:6xwQS49tTYgLQNPGnfWV2H,0.74,0.373,0,-6.53,1,0.0366,0.606,0,0.0944,0.321,120.105,263593,6655912
GroovyRoom,THIS NIGHT,"This Night (feat. Blue.D, Jhnovr)",spotify:track:626C6JMdKevCTv10pLeHJf,0.405,0.651,1,-5.613,0,0.199,0.353,0,0.0828,0.466,84.004,215213,2928588
lo-1,Effortlessly,Effortlessly,spotify:track:0214OvLHZT4NSJ0gj9N5f3,0.783,0.34,0,-7.457,1,0.0946,0.49,2.53E-05,0.264,0.279,121.979,228191,725360
장재인,MBC TV Drama `Kill Me Heal Me` OST Part. 1,환청 (feat. 나쑈),spotify:track:2DVo13UKN8zxuSpylf7tbU,0.732,0.831,4,-6.855,0,0.196,0.327,4.29E-06,0.103,0.218,135.076,209528,4029627
Trap Beckham,Birthday Bitch,Birthday Bitch,spotify:track:4ZFtNZuzzdHjYKARA8TEh2,0.957,0.674,0,-9.728,1,0.103,0.000949,0.000215,0.17,0.522,102.481,197467,2759380
Tessie,Out At Sea,Out At Sea,spotify:track:4YY6FVPQdJZgH7McHBTymm,0.775,0.322,7,-9.342,1,0.0318,0.708,0,0.0685,0.392,91.917,207415,6395622
J_ust,D_iary Page.1,I wanna go out,spotify:track:75C9zW7Liktu6ULymEuL2y,0.587,0.44,5,-5.623,0,0.0374,0.75,0,0.36,0.526,175.842,245533,6492903
Yoon Mirae,Master`s sun OST Part 4,Touch love,spotify:track:5gFYlFpGVG6QO4Fq4O8ZX4,0.699,0.533,5,-4.228,1,0.0275,0.612,0,0.209,0.347,82.017,244167,4017434
Splash Daddy,Wii Tennis,Wii Tennis,spotify:track:7C9kXo2THfHdGPlaN78kg6,0.952,0.579,7,-8.923,1,0.39,0.35,2.08E-06,0.136,0.483,128.024,166635,400263
Jung Seung Hwan,"Another Miss Oh (Original Television Soundtrack), Pt 5",If It Is You,spotify:track:5i6gHFXg4aLK5xvc2jJJC5,0.387,0.515,2,-5.529,1,0.0338,0.686,0,0.16,0.199,135.221,272847,82335
JAY-Z,Watch The Throne,Ni**as In Paris,spotify:track:4Li2WHPkuyCdtmokzW2007,0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,219333,51110
Seo In Guk,High School King of Savvy (Original Television Soundtrack),Finding Myself,spotify:track:2TtIRxjegqsKYaQPkZeopF,0.537,0.411,10,-7.076,1,0.0459,0.847,0,0.124,0.203,121.418,223908,447814
